ride_id,rider_id,driver_id,request_time,pickup_time,dropoff_time,pickup_city,dropoff_city,distance_miles,status,estimated_fare,amount,method,paid_date,driver_static_rating
10496,4854,1010,8/30/2024 4:46,8/30/2024 4:57,8/30/2024 5:04,Los Angeles,San Francisco,0.795357103,completed,3.89,3.89,cash,8/30/2024 5:52,4.2
10497,1595,1626,6/20/2023 13:17,6/20/2023 13:27,6/20/2023 13:57,Toronto,Boston,2.280437944,completed,9.92,9.92,voucher,6/20/2023 14:26,5
10498,759,895,7/16/2023 5:10,7/16/2023 5:16,7/16/2023 5:51,New York,Vancouver,1.460225931,completed,11.81,11.81,cash,7/16/2023 6:31,5
10499,311,1528,2/21/2023 3:36,2/21/2023 3:37,2/21/2023 3:51,Calgary,Vancouver,15.65859296,completed,72.53,72.53,paypal,2/21/2023 4:23,5
10500,2615,1011,12/15/2023 1:05,12/15/2023 1:08,12/15/2023 1:59,San Francisco,San Francisco,17.09396399,completed,70.45,70.45,paypal,12/15/2023 2:51,5
10501,6824,1156,6/9/2022 8:28,6/9/2022 8:32,6/9/2022 9:00,Toronto,Vancouver,0.677296283,completed,6.2,6.2,cash,6/9/2022 9:27,5
10502,2043,1774,7/7/2021 18:04,7/7/2021 18:13,7/7/2021 18:50,Chicago,Chicago,17.51649745,completed,80.37,80.37,paypal,7/7/2021 19:17,4.6
10503,4061,1975,7/6/2021 6:41,7/6/2021 6:49,7/6/2021 7:03,Boston,Montreal,16.0065617,cancelled,64.31,0,Credit Card,7/6/2021 7:20,4.5
10504,3346,258,10/12/2024 5:41,10/12/2024 5:55,10/12/2024 6:41,Calgary,New York,3.311916686,completed,20.12,20.12,cash,10/12/2024 6:43,4.1
10505,1719,1229,6/4/2022 0:01,6/4/2022 0:11,6/4/2022 0:35,New York,Calgary,4.430387612,completed,21.55,21.55,cash,6/4/2022 0:50,5
10506,7763,518,8/23/2023 12:34,8/23/2023 12:40,8/23/2023 12:46,Boston,Boston,2.597338039,completed,19.42,19.42,Credit Card,8/23/2023 13:38,4
10507,7272,60,7/26/2022 6:23,7/26/2022 6:31,7/26/2022 7:04,Boston,Montreal,9.749338238,completed,34.66,34.66,Credit Card,7/26/2022 7:06,5
10508,1846,1978,3/16/2022 14:02,3/16/2022 14:03,3/16/2022 14:19,Chicago,Montreal,13.73855121,cancelled,57.77,0,paypal,3/16/2022 15:12,5
10509,6953,1651,9/30/2021 20:51,9/30/2021 21:03,9/30/2021 21:08,Ottawa,San Francisco,6.704611828,completed,35.72,35.72,voucher,9/30/2021 22:02,4.8
10510,4662,1444,9/23/2023 10:45,9/23/2023 10:52,9/23/2023 11:02,Calgary,New York,3.809014876,completed,12.67,12.67,voucher,9/23/2023 11:35,3.9
10511,8362,305,5/26/2024 11:27,5/26/2024 11:31,5/26/2024 12:12,Calgary,Calgary,9.569140144,completed,47.66,47.66,paypal,5/26/2024 13:06,4.5
10512,3168,974,12/31/2022 5:15,12/31/2022 5:29,12/31/2022 5:42,Toronto,Toronto,8.052990667,completed,40.68,40.68,cash,12/31/2022 6:13,4.2
10513,1148,1137,12/14/2023 5:37,12/14/2023 5:43,12/14/2023 5:53,Vancouver,Los Angeles,6.412566642,completed,32.16,32.16,cash,12/14/2023 6:12,5
10514,547,1988,8/23/2023 23:28,8/23/2023 23:39,8/24/2023 0:14,Chicago,New York,6.580337281,completed,29.02,29.02,paypal,8/24/2023 0:18,4.8
10515,6640,1616,7/25/2024 18:26,7/25/2024 18:40,7/25/2024 19:19,Toronto,Calgary,7.052580561,completed,37.98,37.98,cash,7/25/2024 20:02,5
10517,6801,1740,10/14/2024 20:54,10/14/2024 21:04,10/14/2024 21:44,Boston,Chicago,17.54756608,completed,77.73,77.73,paypal,10/14/2024 21:53,5
10518,4188,1439,9/29/2023 10:01,9/29/2023 10:13,9/29/2023 10:35,Los Angeles,Montreal,7.642884661,completed,34.65,34.65,paypal,9/29/2023 10:46,4.7
10519,9149,1313,4/3/2024 21:20,4/3/2024 21:27,4/3/2024 21:45,Toronto,San Francisco,14.85080841,cancelled,55.92,0,paypal,4/3/2024 22:19,5
10520,9090,1744,1/28/2023 21:41,1/28/2023 21:54,1/28/2023 21:59,San Francisco,Toronto,16.91376589,cancelled,71.94,0,paypal,1/28/2023 22:51,5
10521,5954,248,10/14/2022 2:56,10/14/2022 3:08,10/14/2022 3:39,Ottawa,Los Angeles,3.989212969,cancelled,19.28,0,paypal,10/14/2022 4:32,4.2
10522,9993,279,4/9/2024 12:03,4/9/2024 12:05,4/9/2024 12:44,Toronto,Toronto,15.3479066,cancelled,58.05,0,paypal,4/9/2024 13:16,4.5
10523,4715,1704,9/3/2022 14:02,9/3/2022 14:07,9/3/2022 14:54,Calgary,Calgary,11.5575329,completed,55.69,55.69,cash,9/3/2022 14:56,5
10524,8826,1781,4/15/2023 18:44,4/15/2023 18:54,4/15/2023 19:38,New York,Vancouver,5.965178272,completed,32.46,32.46,cash,4/15/2023 20:02,3.8
10525,7609,1009,12/31/2021 17:05,12/31/2021 17:06,12/31/2021 17:47,Calgary,Boston,3.299489232,completed,12.78,12.78,Credit Card,12/31/2021 17:54,5
10526,2910,370,3/29/2023 20:21,3/29/2023 20:24,3/29/2023 20:36,New York,Chicago,10.85538171,completed,44.94,44.94,cash,3/29/2023 20:36,4.1
10527,5741,1904,8/22/2021 7:44,8/22/2021 7:48,8/22/2021 8:10,Calgary,San Francisco,18.18758,completed,74.05,74.05,paypal,8/22/2021 8:35,4.7
10528,7500,1455,12/30/2023 0:00,12/30/2023 0:02,12/30/2023 0:43,Boston,Chicago,8.37610449,completed,34.81,34.81,paypal,12/30/2023 1:35,4.8
10529,2670,679,11/27/2022 9:23,11/27/2022 9:25,11/27/2022 9:58,Vancouver,Ottawa,2.367430127,cancelled,10.77,0,Credit Card,11/27/2022 10:48,5
10530,5816,88,9/14/2022 1:27,9/14/2022 1:32,9/14/2022 1:43,Ottawa,Vancouver,6.797817739,completed,25.6,25.6,cash,9/14/2022 2:33,4.7
10532,1920,1701,3/28/2022 16:41,3/28/2022 16:51,3/28/2022 17:41,Calgary,Vancouver,4.181838518,completed,21.18,21.18,Credit Card,3/28/2022 18:07,4.7
10533,3333,927,7/19/2024 8:45,7/19/2024 8:54,7/19/2024 9:44,San Francisco,San Francisco,11.95521145,completed,56.91,56.91,cash,7/19/2024 10:01,4.2
10534,6663,1361,12/26/2022 3:41,12/26/2022 3:48,12/26/2022 4:36,Boston,Toronto,15.44732623,cancelled,62.55,0,voucher,12/26/2022 4:42,4.5
10535,1972,1440,11/21/2021 1:50,11/21/2021 2:01,11/21/2021 2:12,Ottawa,Chicago,12.6014391,completed,57.96,57.96,voucher,11/21/2021 2:58,4.9
10536,3436,382,10/3/2021 18:04,10/3/2021 18:16,10/3/2021 18:35,Ottawa,San Francisco,3.529397144,completed,16.56,16.56,paypal,10/3/2021 18:47,4.2
10537,8745,74,7/3/2024 15:21,7/3/2024 15:34,7/3/2024 15:41,New York,Los Angeles,11.33383872,completed,42.13,42.13,Credit Card,7/3/2024 15:55,5
10538,7011,897,6/28/2021 17:53,6/28/2021 17:59,6/28/2021 18:57,Montreal,Montreal,8.220761306,cancelled,41.16,0,Credit Card,6/28/2021 19:39,4.4
10539,8726,1428,5/23/2022 4:01,5/23/2022 4:08,5/23/2022 4:46,Calgary,New York,11.26548772,completed,42,42,paypal,5/23/2022 4:47,3.9
10540,580,1186,9/8/2023 1:42,9/8/2023 1:56,9/8/2023 2:39,Ottawa,Vancouver,4.231548337,completed,19.35,19.35,paypal,9/8/2023 3:11,5
10541,4313,1095,11/15/2023 22:14,11/15/2023 22:17,11/15/2023 23:01,New York,San Francisco,13.80068848,completed,52.42,52.42,cash,11/15/2023 23:52,4.9
10542,5908,1009,11/24/2021 19:33,11/24/2021 19:36,11/24/2021 20:28,Montreal,Montreal,8.537661402,completed,40.62,40.62,Credit Card,11/24/2021 21:08,5
10543,5873,852,8/25/2021 4:04,8/25/2021 4:15,8/25/2021 4:42,Ottawa,Vancouver,3.622603055,completed,19.98,19.98,Credit Card,8/25/2021 4:44,4.2
10545,8793,1057,1/25/2022 15:40,1/25/2022 15:46,1/25/2022 16:43,Calgary,Boston,1.596927933,completed,12.73,12.73,cash,1/25/2022 17:31,4.5
10546,7024,15,3/25/2022 14:18,3/25/2022 14:28,3/25/2022 14:57,New York,Ottawa,6.555482372,completed,35.31,35.31,cash,3/25/2022 15:22,3.6
10547,3346,18,10/10/2024 6:20,10/10/2024 6:35,10/10/2024 7:11,Vancouver,Chicago,9.109324319,complted,34.01,0,Credit Card,10/10/2024 7:25,4.7
10548,2256,1220,8/17/2021 4:25,8/17/2021 4:34,8/17/2021 5:08,Los Angeles,New York,13.3967962,completed,61.98,61.98,Credit Card,8/17/2021 5:43,5
10549,5866,477,5/21/2024 21:20,5/21/2024 21:33,5/21/2024 22:23,Chicago,Calgary,2.286651671,completed,6.18,6.18,Credit Card,5/21/2024 22:40,4.8
10550,4954,1849,4/23/2023 1:31,4/23/2023 1:37,4/23/2023 2:33,Calgary,New York,17.43571899,completed,78.8,78.8,paypal,4/23/2023 2:42,5
10551,5356,941,9/21/2022 7:00,9/21/2022 7:10,9/21/2022 7:52,Calgary,Los Angeles,5.927895908,completed,23.3,23.3,cash,9/21/2022 8:51,3.9
10552,3151,1235,1/11/2023 9:40,1/11/2023 9:43,1/11/2023 10:10,Toronto,New York,11.38354854,cancelled,46.58,0,cash,1/11/2023 10:32,4.1
10553,6897,896,4/7/2022 19:13,4/7/2022 19:15,4/7/2022 19:49,Chicago,Calgary,17.10639144,completed,74.23,74.23,Credit Card,4/7/2022 19:54,4.8
10554,8986,661,12/1/2023 6:27,12/1/2023 6:33,12/1/2023 6:43,Calgary,Ottawa,13.88146694,completed,51.25,51.25,paypal,12/1/2023 7:28,4.2
10555,5362,472,7/18/2023 22:45,7/18/2023 22:59,7/18/2023 23:58,San Francisco,Los Angeles,7.201710018,completed,37.49,37.49,cash,7/18/2023 23:58,3.3
10556,5674,345,11/19/2021 2:49,11/19/2021 3:03,11/19/2021 3:41,Los Angeles,Chicago,17.80232891,completed,77.53,77.53,paypal,11/19/2021 4:03,4.3
10557,6729,1781,7/13/2021 4:13,7/13/2021 4:15,7/13/2021 5:05,Toronto,New York,4.964768166,completed,27.01,27.01,paypal,7/13/2021 5:31,3.8
10558,6038,711,7/13/2023 21:40,7/13/2023 21:52,7/13/2023 22:26,Ottawa,San Francisco,10.70003853,completed,49.74,49.74,cash,7/13/2023 22:42,4.6
10559,4037,1616,3/5/2022 15:50,3/5/2022 15:52,3/5/2022 16:12,Chicago,San Francisco,7.997067121,completed,39.1,39.1,paypal,3/5/2022 16:17,5
10560,2692,1041,8/13/2023 23:11,8/13/2023 23:23,8/14/2023 0:02,Ottawa,Boston,8.798637951,cancelled,36.97,0,voucher,8/14/2023 0:08,5
10561,1885,1261,6/27/2022 11:21,6/27/2022 11:28,6/27/2022 11:53,San Francisco,Los Angeles,4.52980725,completed,24.38,24.38,Credit Card,6/27/2022 12:13,4.8
10563,8076,396,6/14/2023 15:05,6/14/2023 15:17,6/14/2023 16:01,Montreal,San Francisco,10.52605416,completed,43.02,43.02,cash,6/14/2023 16:44,4.3
10564,6475,1346,8/31/2023 12:09,8/31/2023 12:21,8/31/2023 13:08,Los Angeles,Vancouver,5.890613543,completed,26.21,26.21,paypal,8/31/2023 14:06,3.8
10565,7924,920,7/13/2023 5:29,7/13/2023 5:34,7/13/2023 6:16,Toronto,Chicago,3.746877602,completed,-15.86,-15.86,Credit Card,7/13/2023 6:53,4.6
10566,3117,267,7/26/2022 10:12,7/26/2022 10:27,7/26/2022 11:04,Montreal,Montreal,5.772552723,complted,19.33,0,Credit Card,7/26/2022 11:07,5
10568,9224,134,11/6/2024 19:00,11/6/2024 19:03,11/6/2024 19:53,Montreal,Montreal,17.09396399,completed,76.13,76.13,cash,11/6/2024 20:22,4.7
10569,1798,1897,1/7/2023 7:24,1/7/2023 7:28,1/7/2023 8:08,Chicago,Boston,5.126325077,completed,20.36,20.36,cash,1/7/2023 8:32,4.4
10571,7904,146,10/31/2023 21:34,10/31/2023 21:40,10/31/2023 21:50,Boston,Boston,8.028135758,completed,30.98,30.98,voucher,10/31/2023 21:56,4.9
10573,6145,1697,10/5/2021 16:22,10/5/2021 16:30,10/5/2021 17:24,San Francisco,Chicago,1.702561298,completed,9.5,9.5,voucher,10/5/2021 17:39,4
10576,7472,1267,12/31/2024 7:49,12/31/2024 7:56,12/31/2024 8:56,Calgary,Calgary,12.04220364,completed,43.7,43.7,voucher,12/31/2024 9:52,4.4
10577,8934,1230,1/10/2022 4:33,1/10/2022 4:36,1/10/2022 4:53,Toronto,Vancouver,9.357873414,completed,42.37,42.37,cash,1/10/2022 5:18,5
10578,4268,1714,4/18/2023 20:07,4/18/2023 20:19,4/18/2023 20:43,Calgary,Vancouver,11.12878571,completed,40.81,40.81,voucher,4/18/2023 20:47,4.9
10579,1848,768,8/11/2021 10:58,8/11/2021 11:11,8/11/2021 11:16,Boston,Toronto,14.22943567,completed,64.88,64.88,paypal,8/11/2021 11:51,5
10580,7613,766,4/25/2022 21:40,4/25/2022 21:51,4/25/2022 22:29,Calgary,New York,5.300309444,completed,18.11,18.11,paypal,4/25/2022 22:58,4.1
10581,1397,1929,1/2/2023 15:01,1/2/2023 15:06,1/2/2023 15:42,Boston,Calgary,5.878186089,completed,31.03,31.03,paypal,1/2/2023 16:26,5
10582,6468,1606,10/22/2022 10:31,10/22/2022 10:41,10/22/2022 11:04,Vancouver,Toronto,6.406352915,completed,30.94,30.94,cash,10/22/2022 11:40,4
10583,3429,1857,3/19/2022 1:42,3/19/2022 1:47,3/19/2022 2:31,Ottawa,Calgary,6.903451104,cancelled,30.41,0,paypal,3/19/2022 3:03,5
10584,4819,950,8/29/2021 0:04,8/29/2021 0:10,8/29/2021 0:38,Boston,Montreal,12.30318019,completed,51.29,51.29,voucher,8/29/2021 1:13,4.6
10585,6036,644,8/31/2022 4:10,8/31/2022 4:11,8/31/2022 5:10,Los Angeles,Ottawa,15.90092833,completed,59.52,59.52,cash,8/31/2022 5:31,3.7
10586,3105,413,3/16/2023 6:03,3/16/2023 6:13,3/16/2023 7:05,Chicago,Los Angeles,16.47259125,cancelled,66.77,0,Credit Card,3/16/2023 7:33,3.7
10587,9575,251,9/8/2024 19:19,9/8/2024 19:23,9/8/2024 20:13,New York,Montreal,3.96435806,completed,12.13,12.13,paypal,9/8/2024 20:41,3.9
10588,3698,211,1/21/2024 12:43,1/21/2024 12:57,1/21/2024 13:42,Chicago,Ottawa,8.25804367,completed,37.19,37.19,Credit Card,1/21/2024 14:36,4.8
10590,601,1024,3/4/2024 22:23,3/4/2024 22:24,3/4/2024 23:24,Montreal,Vancouver,9.401369506,completed,34.35,34.35,cash,3/5/2024 0:23,5
10591,1432,654,9/3/2021 8:55,9/3/2021 9:09,9/3/2021 9:37,Calgary,Montreal,6.269650913,completed,29.86,29.86,voucher,9/3/2021 10:24,3.9
10592,8014,1870,8/12/2024 12:22,8/12/2024 12:23,8/12/2024 12:28,Calgary,Vancouver,0.646227646,completed,8.29,8.29,Credit Card,8/12/2024 12:53,4.3
10593,8308,139,10/29/2021 14:56,10/29/2021 15:08,10/29/2021 15:24,Ottawa,Ottawa,8.630867312,completed,42.36,42.36,Credit Card,10/29/2021 15:55,4.9
10594,1540,1727,6/20/2021 10:39,6/20/2021 10:53,6/20/2021 11:05,Calgary,Chicago,14.7576025,complted,59.95,0,cash,6/20/2021 11:16,4.2
10595,7548,1241,4/26/2023 15:42,4/26/2023 15:54,4/26/2023 16:18,New York,Los Angeles,16.96347571,completed,69.42,69.42,paypal,4/26/2023 17:01,4.3
10596,8216,287,2/4/2023 7:17,2/4/2023 7:21,2/4/2023 7:43,Los Angeles,Ottawa,9.009904681,completed,40.63,40.63,voucher,2/4/2023 8:23,4.4
10597,8575,788,7/5/2022 22:13,7/5/2022 22:25,7/5/2022 23:09,Calgary,Ottawa,3.690954056,cancelled,18.13,0,paypal,7/5/2022 23:49,4.7
10598,9561,1895,10/7/2024 8:37,10/7/2024 8:40,10/7/2024 9:28,New York,Calgary,16.91376589,completed,72.5,72.5,cash,10/7/2024 10:03,4.5
10599,2962,550,3/28/2024 5:31,3/28/2024 5:37,3/28/2024 6:33,Los Angeles,New York,8.052990667,completed,38.56,38.56,paypal,3/28/2024 7:20,4.2
10600,1548,884,5/16/2024 23:32,5/16/2024 23:36,5/17/2024 0:33,New York,Vancouver,4.716219071,completed,24.52,24.52,cash,5/17/2024 0:59,5
10601,3887,426,6/22/2022 19:42,6/22/2022 19:52,6/22/2022 20:44,Ottawa,Calgary,10.01652851,completed,42.56,42.56,cash,6/22/2022 21:44,5
10602,5671,149,7/25/2021 13:14,7/25/2021 13:28,7/25/2021 14:18,Chicago,Los Angeles,8.904271316,completed,30.86,30.86,cash,7/25/2021 14:34,4.8
10603,8100,859,9/25/2023 18:08,9/25/2023 18:18,9/25/2023 18:56,San Francisco,Calgary,11.19713671,completed,51.23,51.23,voucher,9/25/2023 19:49,4.2
10604,9010,298,11/10/2023 21:00,11/10/2023 21:05,11/10/2023 22:04,Toronto,New York,16.64657561,completed,67.11,67.11,cash,11/10/2023 22:48,4.7
10605,2149,34,10/22/2023 2:35,10/22/2023 2:43,10/22/2023 2:53,New York,Toronto,2.466849764,completed,5.95,5.95,Credit Card,10/22/2023 3:35,4
10606,5677,858,12/11/2021 8:08,12/11/2021 8:12,12/11/2021 8:54,Toronto,Calgary,15.08693005,cancelled,61.96,0,cash,12/11/2021 8:55,4.7
10607,7745,713,12/25/2023 19:52,12/25/2023 20:03,12/25/2023 20:39,Montreal,San Francisco,5.300309444,completed,29.09,29.09,Credit Card,12/25/2023 21:02,4.2
10608,3346,1358,9/26/2021 10:17,9/26/2021 10:20,9/26/2021 11:19,Ottawa,Boston,16.43530888,completed,70.45,70.45,cash,9/26/2021 11:41,4.7
10609,8186,1691,4/26/2022 7:39,4/26/2022 7:42,4/26/2022 7:59,Chicago,Calgary,5.281668262,completed,16.57,16.57,paypal,4/26/2022 8:09,4.8
10610,1460,1584,12/20/2023 16:47,12/20/2023 16:48,12/20/2023 17:12,Ottawa,Calgary,11.02315235,completed,39.54,39.54,cash,12/20/2023 17:48,4.5
10611,6871,1157,4/9/2022 14:22,4/9/2022 14:27,4/9/2022 14:34,Montreal,Boston,2.510345856,completed,15.14,15.14,Credit Card,4/9/2022 15:08,4.2
10612,2267,159,11/2/2024 19:42,11/2/2024 19:53,11/2/2024 20:11,Montreal,Montreal,4.275044428,cancelled,16.53,0,Credit Card,11/2/2024 20:56,3.9
10613,1926,1512,8/1/2022 8:52,8/1/2022 9:02,8/1/2022 9:18,Calgary,Chicago,6.592764736,completed,25.33,25.33,cash,8/1/2022 9:33,4.4
10614,9647,888,1/17/2022 12:24,1/17/2022 12:33,1/17/2022 12:48,Los Angeles,Montreal,1.95732412,completed,15.77,15.77,cash,1/17/2022 13:39,4.3
10615,1560,856,7/23/2023 3:48,7/23/2023 3:58,7/23/2023 4:08,Vancouver,Los Angeles,13.02397256,cancelled,48.97,0,cash,7/23/2023 5:03,4.2
10617,1106,142,10/5/2023 12:06,10/5/2023 12:10,10/5/2023 12:16,New York,Toronto,18.10680155,cancelled,68.38,0,paypal,10/5/2023 12:55,5
10618,5453,1131,9/5/2023 6:56,9/5/2023 7:06,9/5/2023 7:57,Ottawa,Toronto,6.325574459,completed,21.05,21.05,paypal,9/5/2023 8:21,4.7
10619,4155,1649,2/2/2022 4:25,2/2/2022 4:38,2/2/2022 4:57,San Francisco,Chicago,2.056743758,completed,7.84,7.84,paypal,2/2/2022 5:50,5
10620,4449,139,12/29/2024 21:21,12/29/2024 21:27,12/29/2024 22:19,Montreal,Toronto,7.835510209,completed,38.1,38.1,paypal,12/29/2024 22:19,4.9
10621,5920,1767,4/25/2022 1:11,4/25/2022 1:25,4/25/2022 1:54,Montreal,Boston,3.169000957,completed,17.15,17.15,paypal,4/25/2022 2:51,5
10622,7228,400,6/19/2024 0:32,6/19/2024 0:41,6/19/2024 1:15,Los Angeles,Montreal,10.92373271,completed,51.73,51.73,cash,6/19/2024 1:17,5
10623,6864,248,7/19/2024 5:09,7/19/2024 5:23,7/19/2024 6:23,Ottawa,Toronto,6.549268644,completed,27.66,27.66,paypal,7/19/2024 6:58,4.2
10624,2823,1243,4/3/2022 14:45,4/3/2022 14:56,4/3/2022 15:41,Ottawa,New York,6.437421552,completed,26.73,26.73,paypal,4/3/2022 16:40,4.2
10625,690,148,8/12/2021 15:08,8/12/2021 15:16,8/12/2021 15:29,San Francisco,Toronto,5.294095716,cancelled,20.93,0,Credit Card,8/12/2021 15:33,3.8
10627,9072,135,11/22/2022 9:59,11/22/2022 10:04,11/22/2022 10:31,San Francisco,Ottawa,4.871562255,completed,25.66,25.66,cash,11/22/2022 11:16,4
10628,5800,847,10/8/2021 12:19,10/8/2021 12:27,10/8/2021 12:54,Vancouver,Vancouver,1.019051288,completed,12.94,12.94,cash,10/8/2021 13:03,4.6
10629,7601,1133,3/26/2024 9:42,3/26/2024 9:46,3/26/2024 10:01,Toronto,Calgary,16.64036189,completed,69.35,69.35,Credit Card,3/26/2024 10:56,5
10630,7420,1819,11/13/2021 11:56,11/13/2021 12:00,11/13/2021 12:50,Vancouver,Chicago,15.26091441,completed,66.21,66.21,voucher,11/13/2021 13:40,4.4
10631,7077,1401,3/29/2023 21:49,3/29/2023 21:53,3/29/2023 22:26,Chicago,New York,9.196316502,completed,32.45,32.45,cash,3/29/2023 22:53,4
10632,5155,134,6/2/2024 12:20,6/2/2024 12:27,6/2/2024 13:21,Los Angeles,Los Angeles,11.30277008,completed,53.09,53.09,voucher,6/2/2024 13:52,4.7
10634,3585,1416,5/30/2024 2:17,5/30/2024 2:32,5/30/2024 2:58,New York,Chicago,7.978425939,completed,36.55,36.55,paypal,5/30/2024 3:21,5
10635,2681,205,1/23/2023 11:22,1/23/2023 11:25,1/23/2023 11:35,Ottawa,Ottawa,16.36695788,completed,69.22,69.22,paypal,1/23/2023 12:34,3.8
10636,9805,1758,3/23/2023 5:52,3/23/2023 5:55,3/23/2023 6:14,Vancouver,Chicago,2.69054395,completed,16.02,16.02,voucher,3/23/2023 6:53,5
10637,2167,1047,8/9/2021 18:00,8/9/2021 18:04,8/9/2021 18:27,San Francisco,Chicago,12.90591174,completed,59.81,59.81,cash,8/9/2021 18:40,4.8
10638,934,1858,11/13/2022 21:52,11/13/2022 21:54,11/13/2022 22:10,Chicago,Boston,2.081598668,completed,16.34,16.34,Credit Card,11/13/2022 23:10,4.4
10639,5543,439,11/6/2023 8:51,11/6/2023 8:52,11/6/2023 8:57,Vancouver,Chicago,9.693414692,completed,45.07,45.07,Credit Card,11/6/2023 9:12,3.6
10640,2414,584,8/18/2024 7:39,8/18/2024 7:48,8/18/2024 8:33,San Francisco,San Francisco,16.73978153,completed,74.23,74.23,cash,8/18/2024 8:55,5
10641,4557,124,11/14/2024 1:21,11/14/2024 1:27,11/14/2024 1:38,Boston,Vancouver,5.71041545,completed,30.94,30.94,voucher,11/14/2024 2:36,3.8
10642,8913,1104,11/27/2022 22:36,11/27/2022 22:37,11/27/2022 23:04,Los Angeles,San Francisco,11.70044863,completed,49.94,49.94,paypal,11/27/2022 23:18,4.4
10644,9409,1329,8/10/2024 22:50,8/10/2024 22:55,8/10/2024 23:19,Ottawa,Boston,1.379447475,completed,10.66,10.66,paypal,8/10/2024 23:50,3.9
10645,9365,1438,6/4/2023 20:47,6/4/2023 20:56,6/4/2023 21:45,Chicago,Boston,3.311916686,completed,21.51,21.51,cash,6/4/2023 21:52,5
10647,2998,1589,5/2/2024 9:12,5/2/2024 9:16,5/2/2024 9:36,Chicago,New York,6.772962829,completed,24.58,24.58,voucher,5/2/2024 9:46,4.1
10648,6806,1459,6/17/2021 14:50,6/17/2021 15:03,6/17/2021 15:59,Montreal,Chicago,9.301949868,completed,39.58,39.58,paypal,6/17/2021 16:34,5
10649,4697,720,8/24/2022 13:03,8/24/2022 13:04,8/24/2022 13:46,Calgary,New York,2.522773311,completed,19.61,19.61,voucher,8/24/2022 14:33,4.5
10650,7229,260,10/9/2023 14:09,10/9/2023 14:11,10/9/2023 14:20,Boston,Calgary,18.26835846,completed,80.33,80.33,Credit Card,10/9/2023 15:19,4.9
10651,7968,1300,7/29/2024 15:04,7/29/2024 15:05,7/29/2024 15:29,New York,Chicago,12.43988219,completed,49.5,49.5,cash,7/29/2024 16:01,4.7
10652,2746,1000,2/11/2022 17:10,2/11/2022 17:25,2/11/2022 18:09,Boston,New York,6.27586464,completed,28.95,28.95,Credit Card,2/11/2022 18:37,4.8
10653,868,1711,3/9/2024 9:31,3/9/2024 9:43,3/9/2024 10:02,Calgary,Chicago,17.26173462,completed,77.3,77.3,voucher,3/9/2024 11:00,5
10654,6045,1811,7/26/2022 20:58,7/26/2022 21:02,7/26/2022 21:31,Boston,Toronto,16.68385798,cancelled,67.12,0,paypal,7/26/2022 22:17,4.3
10655,7577,1315,11/6/2024 21:45,11/6/2024 21:49,11/6/2024 22:23,New York,Boston,4.498738613,completed,23.44,23.44,voucher,11/6/2024 22:42,4.5
10656,8776,694,12/2/2022 8:44,12/2/2022 8:52,12/2/2022 9:05,Montreal,New York,7.586961114,cancelled,39.93,0,cash,12/2/2022 9:12,4.8
10657,3520,387,6/18/2024 5:21,6/18/2024 5:28,6/18/2024 6:28,New York,Montreal,10.88023662,completed,51.42,51.42,paypal,6/18/2024 7:13,4.7
10658,9465,1156,9/2/2023 15:17,9/2/2023 15:27,9/2/2023 16:10,New York,Montreal,1.056333652,completed,11.93,11.93,cash,9/2/2023 16:25,5
10659,235,280,12/9/2021 17:20,12/9/2021 17:32,12/9/2021 17:43,Vancouver,Los Angeles,13.81311594,completed,63.91,63.91,voucher,12/9/2021 17:47,4.3
10661,7116,1968,10/3/2021 19:14,10/3/2021 19:17,10/3/2021 19:58,Montreal,Los Angeles,3.945716878,completed,24.62,24.62,paypal,10/3/2021 20:20,4.4
10662,2583,213,5/17/2024 6:10,5/17/2024 6:12,5/17/2024 6:53,Calgary,Montreal,3.927075696,completed,17.99,17.99,cash,5/17/2024 7:33,5
10664,2610,1229,6/3/2021 19:00,6/3/2021 19:12,6/3/2021 20:07,Montreal,Calgary,11.73151727,completed,54.26,54.26,Credit Card,6/3/2021 21:03,5
10665,833,775,10/9/2021 2:58,10/9/2021 3:04,10/9/2021 4:03,Boston,Montreal,11.24684653,completed,55.01,55.01,cash,10/9/2021 4:07,4.8
10666,1172,1730,11/17/2021 10:18,11/17/2021 10:29,11/17/2021 11:07,Toronto,Calgary,1.814408391,completed,17.14,17.14,paypal,11/17/2021 11:43,5
10667,7418,1077,5/25/2024 20:55,5/25/2024 21:09,5/25/2024 21:38,Vancouver,Vancouver,13.07368238,completed,48.08,48.08,cash,5/25/2024 22:11,3.7
10668,1220,62,9/15/2024 0:59,9/15/2024 1:09,9/15/2024 2:09,New York,Ottawa,1.006623833,completed,13.93,13.93,Credit Card,9/15/2024 3:02,4.4
10669,3253,1338,3/7/2024 13:26,3/7/2024 13:39,3/7/2024 13:54,New York,Vancouver,18.27457218,completed,72.89,72.89,Credit Card,3/7/2024 14:28,4.3
10670,2955,746,8/13/2024 8:54,8/13/2024 9:02,8/13/2024 9:20,Toronto,Montreal,3.249779413,completed,13.63,13.63,paypal,8/13/2024 10:06,4.1
10671,7044,1914,9/26/2024 3:22,9/26/2024 3:25,9/26/2024 4:05,Los Angeles,Ottawa,14.10516112,cancelled,62.95,0,cash,9/26/2024 4:24,4.8
